timestamp,pos1,pos2,pos3,pos4,pos5,aperture,goal_pos1,goal_pos2,goal_pos3,goal_pos4,goal_pos5,goal_aperture,current1,current2,current3,current4,current5,vel1,vel2,vel3,vel4,vel5,temp1,temp2,temp3,temp4,temp5,pwm1,pwm2,pwm3,pwm4,pwm5,volts1,volts2,volts3,volts4,volts5,force_x,force_y,force_z,force_gripper_x,force_gripper_y,force_gripper_z
0.006882905960083,-0.0153398733287033,0.2807196819152714,-0.210156264603236,0.986353855035626,-1.2732094862823788,-11.064155754919572,-0.013805885995833,0.2638458212536978,-0.223962150599069,0.9832858803698854,-1.2780623363865533,-11.073132436644439,-2.69,-204.44,-180.23,-16.14,-91.46,0.0,0.0,0.0,0.0,0.0,32,36,36,36,36,0,-69,-63,-13,-25,12.8,12.9,12.8,12.8,12.7,-999,-999,-999,0.0,0.0,0.0
0.0148007869720458,-0.0153398733287033,0.2807196819152714,-0.210156264603236,0.986353855035626,-1.2732094862823788,-11.064155754919572,-0.013805885995833,0.2653798085865681,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,-2.69,-207.13,-180.23,-16.14,-94.15,0.0,0.0,0.0,0.0,0.0,32,36,36,36,36,0,-69,-63,-13,-31,12.9,12.9,12.8,12.8,12.7,-999,-999,-999,0.0,0.0,0.0
0.031792402267456,-0.0153398733287033,0.2807196819152714,-0.210156264603236,0.986353855035626,-1.2732094862823788,-11.064155754919572,-0.013805885995833,0.2638458212536978,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,-2.69,-174.85,-182.92,-16.14,-88.77,0.0,0.0,0.0,0.0,0.0,32,36,36,36,37,6,-63,-63,-7,-25,12.9,12.9,12.8,12.8,12.7,-999,-999,-999,0.0,0.0,0.0
0.0488336086273193,-0.0153398733287033,0.2807196819152714,-0.210156264603236,0.986353855035626,-1.2716754989495085,-11.061285383725718,-0.0153398733287033,0.2638458212536978,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,-2.69,-201.75,-182.92,-16.14,-91.46,0.0,0.0,0.0,0.0,0.0,32,36,35,36,37,6,-69,-57,-7,-25,12.9,12.8,12.8,12.8,12.7,-999,-999,-999,0.0,0.0,0.0
0.0658018589019775,-0.0153398733287033,0.2807196819152714,-0.210156264603236,0.986353855035626,-1.2732094862823788,-11.064155754919572,-0.0153398733287033,0.2638458212536978,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,-2.69,-204.44,-177.54,-16.14,-91.46,0.0,0.0,0.0,0.0,0.0,32,36,36,36,37,0,-69,-57,-7,-25,12.9,12.9,12.8,12.8,12.7,-999,-999,-999,0.0,0.0,0.0
0.0827944278717041,-0.0153398733287033,0.2807196819152714,-0.210156264603236,0.986353855035626,-1.2716754989495085,-11.061285383725718,-0.0153398733287033,0.2653798085865681,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,-2.69,-204.44,-177.54,-16.14,-91.46,0.0,0.0,0.0,0.0,0.0,32,36,36,36,36,0,-69,-57,-13,-25,12.9,12.9,12.8,12.8,12.7,-999,-999,-999,0.0,0.0,0.0
0.0997927188873291,-0.0153398733287033,0.2807196819152714,-0.2086222772703657,0.9848198677027558,-1.2732094862823788,-11.064155754919572,-0.013805885995833,0.2638458212536978,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,-2.69,-174.85,-182.92,-16.14,-91.46,0.0,0.0,0.0,0.0,0.0,32,36,36,36,36,0,-63,-57,-13,-25,12.9,12.9,12.9,12.8,12.7,-999,-999,-999,0.0,0.0,0.0
0.1167898178100586,-0.0153398733287033,0.2807196819152714,-0.2086222772703657,0.9848198677027558,-1.2716754989495085,-11.061285383725718,-0.013805885995833,0.2638458212536978,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,-2.69,-204.44,-180.23,-18.83,-94.15,0.0,0.0,0.0,0.0,0.0,32,36,36,36,36,6,-69,-63,-13,-31,12.9,12.9,12.9,12.7,12.7,-999,-999,-999,0.0,0.0,0.0
0.133784532546997,-0.0153398733287033,0.2807196819152714,-0.2086222772703657,0.986353855035626,-1.2732094862823788,-11.064155754919572,-0.013805885995833,0.2638458212536978,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,40.35,-204.44,-177.54,-16.14,-91.46,0.0,0.0,0.0,0.0,0.0,32,36,36,36,36,74,-69,-57,-13,-25,12.9,12.8,12.8,12.8,12.7,-999,-999,-999,0.0,0.0,0.0
0.1507964134216308,-0.0153398733287033,0.2807196819152714,-0.210156264603236,0.9848198677027558,-1.2716754989495085,-11.061285383725718,-0.013805885995833,0.2638458212536978,-0.223962150599069,0.9832858803698854,-1.2795963237194234,-11.0759371864329,-5.38,-204.44,-177.54,-16.14,-91.46,0.0,0.0,0.0,0.0,0.0,32,36,36,36,36,6,-69,-57,-13,-25,12.9,12.9,12.8,12.7,12.7,-999,-999,-999,0.0,0.0,0.0
